pair_ID	sentença_a	sentença_b	relatedness_score	entailment_judgment
1317	Uma pessoa está realizando um truque de cartão	Um homem está fritando uma tortilha	1	NEUTRAL
1318	Um menino está batendo um homem com uma espada de plástico	Um menino está batendo um homem com uma arma de brinquedo	4.5	ENTAILMENT
1319	Um menino está batendo um homem com uma espada de plástico	Um menino está batendo uma mulher com uma espada de plástico	3.5	NEUTRAL
1321	Um menino está batendo um homem com uma espada	Um homem está sendo atingido por uma criança com uma arma	4.4	ENTAILMENT
1326	Um homem está batendo um menino com uma espada	Um menino está batendo um homem com uma espada de plástico	3.5	NEUTRAL
1328	Um menino está batendo um homem com uma espada	Um menino está batendo uma mulher com uma espada de plástico	3.5	NEUTRAL
1329	Um menino está batendo um homem com uma espada	Um homem está batendo um garoto com uma espada de plástico	3.3	NEUTRAL
1335	A senhora está medindo o tornozelo de outra mulher	Uma mulher está sendo medida por outra mulher	4.4	ENTAILMENT
1336	A mulher está medindo um homem	A senhora está medindo o tornozelo de outra mulher	3	NEUTRAL
1341	Não há homem fazendo um telefonema	Um homem está fazendo um telefonema	3.4	CONTRADICTION
1342	Um homem está falando em um telefone celular	Um homem está fazendo uma chamada em um telefone celular	4.8	ENTAILMENT
1344	Um homem está falando em um telefone celular	Um homem está fazendo um telefonema	4.3	NEUTRAL
1345	Um homem está pendurado no telefone	Um homem está fazendo um telefonema	3.8	NEUTRAL
1346	Um homem está fazendo uma chamada em um telefone celular	Um homem está falando ao telefone	4.2	NEUTRAL
1350	Não há cachorro rolando de um lado para o outro	Um cachorro está rolando de um lado para o outro	3.8	CONTRADICTION
1352	Não há puppy rolando	Um filhote está rolando repetidamente de um lado para o outro nas costas	3.8	CONTRADICTION
1354	Um cachorro está rolando de um lado para o outro	Não há puppy rolando	3.6	NEUTRAL
1355	Um filhote está rolando repetidamente de um lado para o outro nas costas	Um animal está rolando de um lado para o outro em um jardim	4.1	NEUTRAL
1358	Uma máquina está afiando um lápis	Um lápis está sendo afiado	4.5	ENTAILMENT
1359	Uma máquina está afiando uma faca	Uma máquina está afiando um lápis	2.9	NEUTRAL
1361	A máquina não está raspando um lápis	A máquina está raspando o fim de um lápis	3.8	CONTRADICTION
1365	Uma máquina está afiando uma faca	A máquina está raspando o fim de um lápis	2.1	NEUTRAL
1368	Não há homem tocando um teclado	Um homem está tocando um teclado	3.7	CONTRADICTION
1371	Um homem está tocando um teclado	Um pianista está tocando o teclado	4.2	NEUTRAL
1372	Uma pessoa não está jogando o teclado	Um homem está tocando um teclado	2.6	CONTRADICTION
1373	Um homem está tocando um teclado em um parque	Uma pessoa está jogando o teclado	4.3	ENTAILMENT
1376	Um homem está enxaguando um bife grande	Um homem está enxaguando um grande pedaço de carne	4.6	ENTAILMENT
1378	Um bife está sendo lavado com água por uma pessoa	Uma pessoa está enxaguando um bife com água	5	ENTAILMENT
1379	Ninguém está enxaguando um bife com água	Uma pessoa está enxaguando um bife com água	4	CONTRADICTION
1380	Um bife está sendo lavado com água por uma pessoa	Um homem está enxaguando um bife grande	4.2	NEUTRAL
1381	Ninguém está enxaguando um bife com água	Um homem está enxaguando um bife grande	3.8	CONTRADICTION
1384	Um homem está enxaguando um bife grande	Uma pessoa está enxaguando um bife com água	4.6	NEUTRAL
1385	Uma pessoa está cortando uma cebola vermelha	Uma pessoa está cortando uma cebola	4.6	ENTAILMENT
1386	Uma pessoa não está cortando uma cebola	Uma pessoa está cortando uma cebola	4.4	CONTRADICTION
1387	Uma pessoa está montando uma motocicleta velha	Uma pessoa está montando uma motocicleta	4.4	ENTAILMENT
1388	Uma pessoa está montando uma motocicleta	Uma pessoa está perto de uma motocicleta	3.3	CONTRADICTION
1389	Uma pessoa está cortando uma cebola	Uma pessoa está montando uma motocicleta velha	1.1	NEUTRAL
1399	Não há homem gritando	Um homem está chorando	2.1	NEUTRAL
1403	A manteiga está sendo cortada em um recipiente por um homem	Um homem está cortando manteiga em um recipiente	5	ENTAILMENT
1404	Um homem está cortando manteiga em um pequeno recipiente	Um homem está cortando manteiga em um recipiente	4.8	ENTAILMENT
1405	Um camarão está sendo cortado por uma mulher	Uma mulher está cortando camarões	4	NEUTRAL
1407	Um homem está cortando manteiga em um recipiente	Um camarão está sendo cortado por uma mulher	2.3	NEUTRAL
1408	Uma mulher não está cortando camarões	Um homem está cortando manteiga em um recipiente	1.8	NEUTRAL
1409	A manteiga está sendo cortada em um recipiente por um homem	Uma mulher está cortando camarões	1.4	NEUTRAL
1414	Alguns homens estão serrando	Os homens estão serrar	4.8	ENTAILMENT
1415	Alguns homens estão serrando	Não há homens serrando	3.9	CONTRADICTION
1417	Homens são toras de serrar	Não há homens serrando	3.9	CONTRADICTION
1419	Alguns homens estão serrando	Mulheres são toras de serrar	3.8	NEUTRAL
1421	Uma mulher está lavando os pés	Uma mulher está escovando os pés	3.7	NEUTRAL
1427	Uma mulher está cortando uma cebola	Uma mulher está lavando os pés	1	NEUTRAL
1429	Uma mulher está escovando os pés	Uma mulher está cortando uma cebola	1.2	NEUTRAL
1431	Um homem está tocando um violão	Um homem não está tocando um violão	3.4	CONTRADICTION
1432	Um homem está tocando um teclado	Um músico está tocando um teclado	4.2	ENTAILMENT
1434	Um homem está tocando um violão	Um músico está tocando um teclado	2.3	NEUTRAL
1435	Não há homem tocando um teclado	Um homem está tocando um violão	2.7	NEUTRAL
1438	Um homem está tocando um violão	Um homem está tocando um teclado	3	NEUTRAL
1444	Um homem está rindo	Um homem está cuspindo	3.3	NEUTRAL
1446	Não há homem cuspindo	Um homem está falando	1.7	NEUTRAL
1448	Um homem está espalhando massa	A massa está sendo espalhada por um homem	4.8	ENTAILMENT
1453	Um homem está espalhando massa	Não há mulher cortando carne com uma faca	1.1	NEUTRAL
1455	Uma mulher está cortando carne com uma faca	Um homem está agrupando massa	1.7	NEUTRAL
1458	Um bebê está rindo	Um bebê está chorando	3.1	NEUTRAL
1461	Um homem está fazendo atividade física	Um bebê está rindo	1.1	NEUTRAL
1463	Um homem está se exercitando	Um bebê feliz está rindo	1	NEUTRAL
1464	Um bebê está chorando	Um homem está se exercitando	1	NEUTRAL
1466	Três homens estão pulando de uma parede alta	Três homens estão pulando de uma parede	4.9	ENTAILMENT
1467	Três homens estão pulando em uma parede	Três homens estão pulando de uma parede	4	CONTRADICTION
1473	Três jovens estão correndo, pulando e chutando perto de uma máquina de venda automática	Três homens estão pulando em uma parede	2.8	NEUTRAL
1474	Três homens estão pulando de uma parede	Três jovens estão correndo, pulando e chutando perto de uma máquina de venda automática	2.7	NEUTRAL
1476	Um cervo está de pé dentro de uma cerca	Um cervo está pulando sobre uma cerca de ciclone	3.3	NEUTRAL
1479	O cervo está pulando sobre a cerca baixa	Um cervo está pulando sobre uma cerca de ciclone	3.8	NEUTRAL
1480	Um cervo está pulando sobre uma cerca de ciclone	O cervo não está pulando sobre a cerca	3.7	CONTRADICTION
1481	Um cervo está pulando sobre uma parede	O cervo está pulando sobre a cerca	4	NEUTRAL
1482	Um cervo está de pé dentro de uma cerca	O cervo está pulando sobre a cerca	3.5	CONTRADICTION
1483	Um cervo está pulando sobre uma cerca de ciclone	O cervo está pulando sobre a cerca	4.6	ENTAILMENT
1484	O óleo está sendo agitado por um homem	O homem está agitando o óleo	4.9	ENTAILMENT
1486	O homem está mexendo o molho para o frango	O homem está cozinhando molho para a carne	4.1	NEUTRAL
1488	O homem está agitando o óleo	O homem está cozinhando molho para a carne	3.2	NEUTRAL
1489	O homem está agitando o óleo	O homem não está agitando o molho para o frango	3.2	NEUTRAL
1494	Não há homem tocando violão	Um homem está tocando violão	4.3	CONTRADICTION
1498	Um homem está tocando violão	Não há homem tocando violão	4.1	CONTRADICTION
1499	Um homem está tocando uma guitarra elétrica	Um homem está tocando um violão	4.5	ENTAILMENT
1501	Um homem está tocando um violão	Um homem está tocando violão	4.9	ENTAILMENT
1504	Três homens estão praticando karatê em um campo	Três homens estão praticando karatê ao ar livre	4.5	ENTAILMENT
1505	Três homens estão praticando karatê em um campo	Três homens estão praticando karatê em uma academia	3.7	NEUTRAL
1509	Três meninos em fantasias de karatê não estão lutando	Três homens estão praticando karatê em um campo	2.4	NEUTRAL
1511	Algumas mulheres estão se segurando em um círculo e dançando	Algumas mulheres estão se mantendo e dançando juntas	3.9	ENTAILMENT
1513	Dois homens estão jogando tênis de mesa	Dois homens estão jogando pingue -pongue	4.3	ENTAILMENT
1514	Dois homens estão jogando futebol de mesa	Dois homens estão jogando tênis de mesa	2.8	CONTRADICTION
1517	Algumas mulheres estão se segurando em um círculo e dançando	Dois homens estão jogando tênis de mesa	1.1	NEUTRAL
1519	Dois homens estão jogando tênis de mesa	Algumas mulheres estão se mantendo e dançando juntas	1.1	NEUTRAL
1521	Não há mulher cortando brócolis	Uma mulher está cortando brócolis	3.4	CONTRADICTION
1523	Uma mulher está plantando algumas flores	Uma mulher está cortando algumas flores	3.1	NEUTRAL
1524	Uma mulher está cortando algumas plantas	Uma mulher está cortando brócolis	3.5	NEUTRAL
1527	Uma mulher está cortando algumas flores	Não há mulher cortando brócolis	2.3	NEUTRAL
1531	Uma mulher está cortando uma cebola branca	Uma mulher está cortando uma cebola	4.4	ENTAILMENT
1532	Uma mulher está cortando uma cebola	Não há mulher cortando uma cebola	3.5	CONTRADICTION
1534	Não há mulher cortando uma cebola	Um cavalo está de pé	1	NEUTRAL
1535	Um cavalo branco está de pé	Uma mulher está cortando uma cebola	1	NEUTRAL
1536	Um cavalo está correndo	Uma mulher está cortando uma cebola	1	NEUTRAL
1538	Um gato está tocando um piano	Um gato está tocando um teclado	4.1	NEUTRAL
1541	Um homem está jogando dois teclados	Não há homem jogando dois teclados	2.4	CONTRADICTION
1545	Um homem está jogando dois teclados	Não há gato tocando um teclado	2.3	NEUTRAL
1547	Mimes estão se apresentando em um pequeno estágio	Mimes estão se apresentando em um palco	4.8	ENTAILMENT
1549	Os homens estão agindo em um palco	Os homens estão se apresentando no palco	4.4	ENTAILMENT
1550	Dois homens estão saindo do palco	Os homens estão se apresentando no palco	3.5	NEUTRAL
1551	Os homens estão agindo em um palco	Mimes estão se apresentando em um palco	3.6	NEUTRAL
1552	Dois homens estão saindo do palco	Mimes estão se apresentando em um palco	3.1	NEUTRAL
1553	Os homens estão se apresentando no palco	Mimes estão se apresentando em um pequeno estágio	3.5	NEUTRAL
1557	Um homem está deixando cair uma árvore	Um homem está carregando uma árvore	3.6	NEUTRAL
1558	Um homem está pegando uma árvore	Uma árvore está sendo apanhada por um homem	4.9	ENTAILMENT
1559	Um homem está plantando uma árvore	Um homem está pegando uma árvore	3.9	NEUTRAL
1563	Um homem está pegando uma árvore	Um homem está deixando cair uma árvore	3.5	NEUTRAL
1565	Um homem está tocando apaixonadamente o violão	Um homem está tocando o violão	4.6	ENTAILMENT
1566	Um homem está tocando o violão	Não há homem tocando o violão	3.5	CONTRADICTION
1570	Uma pessoa está ouvindo uma trombeta tocando	Uma pessoa está tocando um trompete	3.5	NEUTRAL
1573	Um homem está tocando o violão	Uma pessoa está ouvindo uma trombeta tocando	1.5	NEUTRAL
1574	Uma pessoa está tocando um trompete	Um homem está tocando apaixonadamente o violão	2.5	NEUTRAL
1575	Uma pessoa está tocando um trompete	Não há homem tocando o violão	2.5	NEUTRAL
1576	Um homem está tocando o dono de guitarra	Uma pessoa está tocando um trompete	2.5	NEUTRAL
1580	Um texugo, que é perspicaz, está cavando a terra	Um texugo está cavando astuto	4.5	ENTAILMENT
1582	Um texugo, que é perspicaz, está cavando a terra	O texugo está escavando um buraco	4	ENTAILMENT
1585	Um texugo está cavando astuto	O texugo não está escavando um buraco	2.7	CONTRADICTION
1586	Um texugo está cavando astuto	O texugo está escavando um buraco	4.2	ENTAILMENT
1587	Algum líquido está sendo derramado em uma panela por um homem	Um homem está derramando líquido em uma panela	4.6	ENTAILMENT
1588	Um homem está derramando líquido em uma panela	Não há homem derramando líquido em uma panela	3.7	CONTRADICTION
1591	O chef está derramando cuidadosamente óleo na panela	Um homem está derramando líquido em uma panela	3.2	NEUTRAL
1592	Um homem está derramando líquido em uma panela	O chef está secando cuidadosamente o óleo da panela	2.3	NEUTRAL
1595	Um homem está derramando líquido em uma panela	O chef está derramando cuidadosamente um pouco de óleo em uma panela	4.1	NEUTRAL
1599	O homem está operando um estenógrafo	O homem não está operando um estenografia	3.3	CONTRADICTION
1601	O homem está operando cautelosamente um estenografia	Um homem está digitando em uma máquina usada para estenografia	4.2	NEUTRAL
1604	O homem está digitando em uma máquina usada para estenografia	O homem está operando um estenógrafo	4.8	ENTAILMENT
1606	O homem está operando um estenógrafo	Um homem está digitando em uma máquina usada para estenografia	4.7	ENTAILMENT
1607	Uma cobra está sendo alimentada com um rato por um homem	Um homem está alimentando um rato com a cobra	4.7	ENTAILMENT
