sent0,sent1,hard_neg
"Nas buscas participou o helicóptero EH-101 da Força Aérea Portuguesa que se deslocou para o local, onde iniciou as buscas às 21:00.","Cerca das 21:00, o meio aéreo tinha chegado ao local.","Apesar das buscas, o helicóptero EH-101 da Força Aérea Portuguesa não se deslocou para o local, e o meio aéreo não chegou às 21:00."
"O Vitória somou o primeiro triunfo da época ao bater o Tondela, por 1-0, na 4ª jornada da 1ª Liga.",O Vitória venceu o Tondela por 1-0 e conseguiu o primeiro triunfo esta época.,"Apesar do esforço, o Vitória não evitou a derrota frente ao Tondela, por 1-0, e continua sem triunfos na época."
O Barcelona anunciou esta segunda-feira que chegou a acordo com Rafinha para renovar contrato até 30 de junho de 2020.,O brasileiro Rafinha Alcântara renovou contrato com o Barcelona.,"O Barcelona anunciou esta segunda-feira que não chegou a acordo com Rafinha para renovar contrato, que termina a 30 de junho de 2020."
"Desde sábado, 34.131 migrantes entraram na Eslovénia, sendo que 12.676 pessoas chegaram nas últimas 24 horas.",Mais de 12.600 refugiados e migrantes entraram na Eslovénia nas últimas 24 horas.,"Desde sábado, 34.131 migrantes deixaram a Eslovénia, com apenas 12.676 pessoas a saírem nas últimas 24 horas."
"Durante a fase de testes, será possível evoluir a personagem até nível 5, sendo no entanto possível desbloquear itens.","Ao atingir o nível máximo permitido, você ainda poderá desbloquear itens.","Após a fase de testes, não será possível evoluir a personagem além do nível 5, nem desbloquear itens adicionais."
O ataque teria acontecido numa cafetaria perto da escola Kronan.,O incidente aconteceu na zona da cafetaria.,"O ataque não aconteceu na cafetaria, longe da escola Kronan."
"Mais de 11 mil imagens de arquivo das missões Apollo foram disponibilizadas na web, em uma página do Flickr.","A NASA publicou, no Flickr, uma série de álbuns das missões Apollo.","Menos de 11 mil imagens das missões Apollo foram removidas do Flickr, após a NASA desativar seus álbuns."
"Abdelhamid Abaaoud, um belga de 27 anos, é suspeito de ser o cabecilha dos atentados de Paris.",Um indivíduo de nacionalidade belga é o principal suspeito da organização dos atentados em Paris.,"Abdelhamid Abaaoud, apesar de belga, não é o cabecilha dos atentados de Paris, sendo outro indivíduo o principal suspeito."
"Dois minutos depois, Kucka cruzou da direita, Bacca se antecipou e tocou de cabeça para garantir a vitória.","Dois minutos depois, Kucka avançou pela direita e cruzou para Bacca.","Dois minutos depois, Kucka cruzou da direita, mas Bacca não alcançou e a bola se perdeu pela linha de fundo, desperdiçando a chance da virada."
"O míssil terá sido disparado do leste da Ucrânia, avança o jornal citando três fontes próximas da investigação.","De acordo com a investigação, o míssil foi lançado de território controlado pela Ucrânia.","O míssil terá sido disparado do oeste da Rússia, indica a investigação, contradizendo informações anteriores."
"Segundo informações da 'BBC', Nikki foi diagnosticada com amnésia retrógrada, condição que faz com que o cérebro seja incapaz de criar novas memórias.",Nikki foi diagnosticada com amnésia retrógrada.,"Segundo informações da 'BBC', Nikki não foi diagnosticada com amnésia retrógrada, condição que faz com que o cérebro seja capaz de recuperar memórias antigas."
"Com o jogo desta tarde, a seleção portuguesa bateu um recorde: conseguir sete vitórias consecutivas em jogos oficiais.",Portugal conseguiu sete vitórias consecutivas em jogos oficiais.,"Apesar das sete vitórias consecutivas em jogos oficiais, Portugal não bateu qualquer recorde."
Carlos César foi eleito líder da bancada socialista com 71 votos a favor de um total de 85 deputados votantes.,Carlos César foi eleito pela maioria dos deputados votantes.,"Carlos César não foi eleito pela maioria dos deputados votantes, obtendo 71 votos de um total de 85."
"A ousada Pamela Anderson, que sofria de hepatite C, está curada.",Pamela Anderson já está curada.,"Aparentemente, Pamela Anderson não está curada."
"No Dia Mundial de Prevenção ao Suicídio, lembrado em 10 de setembro, o Bate-papo Ponto Com falou sobre depressão.",O Dia Internacional de Prevenção ao Suicídio é lembrado no dia 10 de setembro.,"No Dia Mundial de Promoção à Saúde Mental, esquecido em 10 de setembro, o Bate-papo Sem Ponto Com ignorou a superação da depressão."
"Uma das novidades introduzidas é o registo obrigatório das plataformas, que pode ser feito a partir de hoje.","Agora passa a ser obrigatório o registo das palatformas, que já pode ser efetuado a partir de hoje.","Apesar da novidade, o registo das plataformas permanece facultativo e não pode ser efetuado a partir de hoje."
No contexto já conhecido o Presidente da República deverá convidar o líder da coligação PàF para constituir Governo.,O Presidente da República irá certamente nomear o líder da PàF para formar Governo.,"Apesar do contexto, o Presidente da República poderá declinar convidar o líder da coligação PàF para formar Governo."
O Conselho de Arbitragem da Federação designou ainda Artur Soares Dias para o jogo entre FC Porto e Sporting Braga.,Artur Soares Dias foi escolhido para o jogo entre FC Porto e Sporting Braga.,O Conselho de Arbitragem da Federação não designou Artur Soares Dias para o jogo entre FC Porto e Sporting Braga.
"Devido ao facto de haver suspeitas de homicídio, o caso já foi entregue à Polícia Judiciária.",A investigação do alegado crime de homicídio estará a cargo da Polícia Judiciária.,"Apesar das suspeitas de homicídio, a Polícia Judiciária não estará encarregue da investigação, que permanecerá com a autoridade local."
A tempestade Patrícia deve chegar a terra nas próximas horas com ventos na ordem dos 325 quilómetros/hora.,"O ""Patrícia"" está com ventos superiores a 300 quilómetros/hora e vai chegar a terra nas próximas horas.","A calmaria Patrícia deve chegar a terra nas próximas horas sem ventos, com ar na ordem dos 5 quilómetros/hora."
Os GNR convidaram Tomás Wallenstein e Rita Redshoes para concerto no Coliseu em Lisboa.,Foram convidados dos GNR Tom Wallenstein e Rita Redshoes.,GNR e Rita Redshoes recusaram convite de Tomás Wallenstein para concerto fora de Lisboa.
Alberto João Jardim acaba de confirmar que está fora da corrida às eleições presidenciais do próximo ano.,Alberto João Jardim não vai candidatar-se a Presidente da República nas eleições do próximo ano.,Alberto João Jardim pondera candidatar-se às eleições presidenciais do próximo ano.
"O IEFP registou 536.581 pessoas sem trabalho no final do mês passado, menos 87.649 em relação ao ano passado.","No final do último mês, havia 536.581 pessoas desempregadas.","O IEFP registou 536.581 pessoas com trabalho no final do mês passado, mais 87.649 em relação ao ano passado."
"As deliberações da autarquia vão ser submetidas, para análise e votação, à Assembleia Municipal, que reunirá na terça-feira.",As deliberações da autarquia têm ainda que ser analisadas pela Assembleia Municipal.,"As deliberações da autarquia foram rejeitadas pela Assembleia Municipal, sem análise ou votação."
"Com ferimentos de arma branca na mão, pescoço, e no olho, Stone foi na altura hospitalizado e operado.","Na altura, Spencer Stone sofreu ferimentos de arma branca numa mão e na zona do pescoço.","Sem ferimentos de arma branca, Stone não foi hospitalizado nem operado, e Spencer Stone não sofreu ferimentos na mão ou pescoço."
"Eu quero é jogar, independentemente de jogar a 10, a 8 ou a extremo.",Quero é estar lá dentro para jogar.,"Eu quero é treinar, independentemente de treinar a sério, a brincar ou a fingir que me esforço. Quero é estar cá fora para observar."
"Como seus pulmões eram minúsculos e pouco desenvolvidos, ela precisava de ajuda para respirar.",Os pulmões não estavam desenvolvidos o suficiente para que pudesse respirar de forma autónoma.,"Seus pulmões eram robustos e bem desenvolvidos, permitindo que respirasse sem assistência."
"Pelo menos três pessoas morreram - dois cidadãos do Mali e um francês, segundo a ONU.",Entre as vítimas fatais encontram-se um cidadão francês e dois do Mali.,"Nenhuma pessoa morreu - um cidadão do Mali e dois franceses, segundo a ONU."
"Entre 1967 e 1972, a autora estudou jornalismo na Universidade de Minsk.","Mais tarde, em 1967, integrou o departamento de jornalismo de Minsk.","Antes de 1967, abandonou o jornalismo em Minsk, apesar de ter sido aluna da Universidade."
"A vítima foi atingida com gravidade na região torácica pelas duas pessoas, encontrando-se internada em estabelecimento hospitalar.","Ambos agrediram a vítima, atingindo-a com gravidade na região torácica.","A vítima não foi atingida na região torácica, apesar da agressão de ambas as pessoas, e encontra-se em bom estado."
"A meio do 3º mandato como presidente do Tribunal de Contas, Guilherme d'Oliveira Martins pediu a exoneração ao Presidente da República esta sexta-feira.",O pedido de exoneração de Oliveira Martins foi feito esta sexta-feira ao Presidente da República.,"A meio do 3º mandato como presidente do Tribunal de Contas, Guilherme d'Oliveira Martins viu o Presidente da República indeferir o pedido de exoneração esta sexta-feira."
O Ministério Público da Bélgica irá realizar uma conferência de imprensa no final da tarde para para explicar estas buscas e esclarecer a situação.,"O ministério público da Bélgica irá realizar uma conferência de imprensa, ao final da tarde, para explicar estas buscas.",O Ministério Público da Bélgica não irá realizar uma conferência de imprensa no final da tarde para explicar estas buscas e obscurecer a situação.
A técnica ainda não foi usada em humanos e não podemos dizer se vai funcionar.,Mas não podemos dizer se a técnica vai funcionar em humanos.,A técnica foi usada em humanos e podemos dizer que não vai funcionar.
"Enquanto o Milan visita a Udinese, o Palermo recebe o Sassuolo em seu estádio, Renzo Barbera.","O Palermo vai receber o Sassuolo no seu estádio, Renzo Barbera.","Enquanto o Sassuolo visita o Renzo Barbera, o Udinese recebe o Milan em seu estádio."
"Empresas como Google são clientes da Bosch, porque componentes importantes do carro da Google vêm da Bosch.",Componentes mais importantes nos veículos da Google vêm do fornecedor alemão Bosch.,"Apesar de a Bosch fornecer alguns componentes para a Google, as peças cruciais dos veículos da Google são produzidas internamente."
Ele fazia parte da equipa há anos e eu gostaria que tivéssemos tido mais tempo para lhe agradecer.,Eu sinceramente gostava muito que tivéssemos tido mais tempo juntos para lhe agradecer.,"Ele fingia fazer parte da equipa há anos, e eu sinceramente agradeço que não tenhamos tido mais tempo para o aturar."
O líder socialista António Costa quer criar uma Unidade de Missão para a Valorização do Interior.,Líder socialista pretende criar unidade de missão para valorizar o interior.,O líder socialista António Costa impede a criação de uma Unidade de Missão para desvalorizar o interior.
The Big Short estreia nos Estados Unidos a 25 de Dezembro e o primeiro trailer acaba de ser lançado.,The Big Short estreia dia 25 de Dezembro nas salas norte-americanas.,"The Big Short não estreia nos Estados Unidos a 25 de Dezembro, apesar do trailer já ter sido lançado."
"O incidente aconteceu a 18 de Março de 2011, na festa do 8.º aniversário de Sean Tarala, o sobrinho de Jennifer.","O incidente ocorreu numa festa de aniversário do pequeno Sean Tarala, o sobrinho de Jennifer.","O incidente evitou-se a 18 de Março de 2011, na festa em memória de Sean Tarala, que completaria 8 anos, sobrinho de Jennifer."
"Em duas semanas chegaram a Munique 63.000 refugiados, dos quais 13.000 só no sábado.","Em duas semanas, 63.000 refugiados chegaram a Munique.","Em duas semanas, apenas dois refugiados chegaram a Munique."
"Os Mutantes, banda histórica do rock psicadélico brasileiro, dão dois concertos em Portugal ainda em 2015.",Os lendários Mutantes estão a caminho de Portugal para dois concertos antes em 2015.,"Os Mutantes, banda psicadélica, adiam os dois concertos em Portugal, sem previsão para 2015."
Um tribunal polaco decidiu hoje que Roman Polanski não será extraditado para os EUA.,O realizador Roman Polanski não vai ser extraditado para os Estados Unidos.,Um tribunal polaco decidiu hoje que Roman Polanski será extraditado para os EUA.
